frame	RelOb	DetObj	TrueDet	FalseDet	NotDet
575	1	20	1	19	0
576	1	22	1	21	0
577	1	18	1	17	0
578	1	15	1	14	0
579	1	22	1	21	0
580	1	18	1	17	0
581	1	20	1	19	0
582	1	19	1	18	0
583	1	22	1	21	0
584	1	15	1	14	0
585	1	10	1	9	0
586	1	14	1	13	0
587	1	15	4	11	0
588	1	13	7	6	0
589	1	8	4	4	0
590	1	7	1	6	0
591	1	7	1	6	0
592	1	8	1	7	0
593	1	7	1	6	0
594	1	6	1	5	0
595	1	4	1	3	0
596	1	3	1	2	0
597	1	4	3	1	0
598	1	4	3	1	0
599	1	2	1	1	0
600	1	3	1	2	0
601	1	6	1	5	0
602	1	8	1	7	0
603	1	5	1	4	0
604	1	3	1	2	0
605	1	3	1	2	0
606	1	4	1	3	0
607	1	3	1	2	0
608	1	4	1	3	0
609	1	3	1	2	0
610	1	3	1	2	0
611	1	3	1	2	0
612	1	3	1	2	0
613	1	8	1	7	0
614	1	9	2	7	0
615	1	6	1	5	0
616	1	13	1	12	0
617	1	15	1	14	0
618	1	18	1	17	0
619	1	18	1	17	0
620	1	20	1	19	0
621	1	17	1	16	0
622	1	11	1	10	0
623	1	17	1	16	0
624	1	25	3	22	0
625	1	27	5	22	0
626	1	24	6	18	0
627	1	24	5	19	0
628	1	26	5	21	0
629	1	31	6	25	0
630	1	30	5	25	0
631	1	28	3	25	0
632	1	30	2	28	0
633	1	21	1	20	0
634	1	22	1	21	0
635	1	24	1	23	0
636	1	21	1	20	0
637	1	19	1	18	0
638	1	17	1	16	0
639	1	15	1	14	0
640	1	15	1	14	0
641	1	13	1	12	0
642	1	10	1	9	0
643	1	14	1	13	0
644	1	13	1	12	0
645	1	9	1	8	0
646	1	11	1	10	0
647	1	8	1	7	0
648	1	9	1	8	0
649	1	7	1	6	0
650	1	4	1	3	0
651	1	4	1	3	0
652	1	3	1	2	0
653	1	1	1	0	0
654	1	1	1	0	0
655	1	1	1	0	0
656	1	1	1	0	0
657	1	1	1	0	0
658	1	1	1	0	0
659	1	1	1	0	0
660	1	1	1	0	0
661	1	1	1	0	0
662	1	1	1	0	0
663	1	1	1	0	0
664	1	1	1	0	0
665	1	1	1	0	0
666	1	1	1	0	0
667	1	1	1	0	0
668	1	1	1	0	0
669	1	1	1	0	0
670	1	1	1	0	0
671	1	2	1	1	0
672	1	2	1	1	0
673	1	3	1	2	0
674	1	3	1	2	0
675	1	2	1	1	0
676	1	2	1	1	0
677	1	2	1	1	0
678	1	2	1	1	0
679	1	5	1	4	0
680	1	9	6	3	0
681	1	9	5	4	0
682	1	7	4	3	0
683	1	5	4	1	0
684	1	9	7	2	0
685	1	9	7	2	0
686	1	5	4	1	0
687	1	6	6	0	0
688	1	8	8	0	0
689	1	8	7	1	0
690	1	7	4	3	0
691	1	7	4	3	0
692	1	7	4	3	0
693	1	6	5	1	0
694	1	7	4	3	0
695	1	11	5	6	0
696	1	13	5	8	0
697	1	9	3	6	0
698	1	12	2	10	0
699	1	16	3	13	0
700	1	15	4	11	0
701	1	15	2	13	0
702	1	16	1	15	0
703	1	16	1	15	0
704	1	14	1	13	0
705	1	19	1	18	0
706	1	18	1	17	0
707	1	12	1	11	0
708	1	10	1	9	0
709	1	9	1	8	0
710	1	13	1	12	0
711	1	10	1	9	0
712	1	4	1	3	0
713	1	2	1	1	0
714	1	2	1	1	0
715	1	7	1	6	0
716	1	6	1	5	0
717	1	1	1	0	0
718	1	2	1	1	0
719	1	2	1	1	0
720	1	1	1	0	0
721	1	1	1	0	0
722	1	1	1	0	0
723	1	1	1	0	0
724	1	1	1	0	0
725	1	1	1	0	0
726	1	3	1	2	0
727	1	3	1	2	0
728	1	3	1	2	0
729	1	3	1	2	0
730	1	1	1	0	0
731	1	1	1	0	0
732	1	2	2	0	0
733	1	3	3	0	0
734	1	5	3	2	0
735	1	3	3	0	0
736	1	2	1	1	0
737	1	1	1	0	0
738	1	1	1	0	0
739	1	1	1	0	0
740	1	1	1	0	0
741	1	1	1	0	0
742	1	1	1	0	0
743	1	3	1	2	0
744	1	3	1	2	0
745	1	1	1	0	0
746	1	1	1	0	0
747	1	1	1	0	0
748	1	1	1	0	0
749	1	1	1	0	0
750	1	1	1	0	0
751	1	1	1	0	0
752	1	4	1	3	0
753	1	5	1	4	0
754	1	3	1	2	0
755	1	1	1	0	0
756	1	1	1	0	0
757	1	1	1	0	0
758	1	1	1	0	0
759	1	1	1	0	0
760	1	1	1	0	0
761	1	1	1	0	0
762	1	1	1	0	0
763	1	1	1	0	0
764	1	1	1	0	0
765	1	1	1	0	0
766	1	1	1	0	0
767	1	1	1	0	0
768	1	1	1	0	0
769	1	1	1	0	0
770	1	1	1	0	0
771	1	1	1	0	0
772	1	1	1	0	0
773	1	1	1	0	0
774	1	1	1	0	0
775	1	1	1	0	0
776	1	1	1	0	0
777	1	1	1	0	0
778	1	1	1	0	0
779	1	1	1	0	0
780	1	1	1	0	0
781	1	1	1	0	0
782	1	1	1	0	0
783	1	1	1	0	0
784	1	1	1	0	0
785	1	1	1	0	0
786	1	1	1	0	0
787	1	1	1	0	0
788	1	1	1	0	0
789	1	1	1	0	0
790	1	1	1	0	0
791	1	1	1	0	0
792	1	1	1	0	0
793	1	1	1	0	0
794	1	1	1	0	0
795	1	1	1	0	0
796	1	2	2	0	0
797	1	2	2	0	0
798	1	1	1	0	0
799	1	1	1	0	0
800	1	1	1	0	0
801	1	1	1	0	0
802	1	1	1	0	0
803	1	1	1	0	0
804	1	1	1	0	0
805	1	1	1	0	0
806	1	3	3	0	0
807	1	5	5	0	0
808	1	5	5	0	0
809	1	3	3	0	0
810	1	1	1	0	0
811	1	1	1	0	0
812	1	1	1	0	0
813	1	1	1	0	0
814	1	1	1	0	0
815	1	1	1	0	0
816	1	1	1	0	0
817	1	1	1	0	0
818	1	3	3	0	0
819	1	3	3	0	0
820	1	1	1	0	0
821	1	1	1	0	0
822	1	1	1	0	0
823	1	1	1	0	0
824	1	1	1	0	0
825	1	1	1	0	0
826	1	1	1	0	0
827	1	1	1	0	0
828	1	1	1	0	0
829	1	3	3	0	0
830	1	3	3	0	0
831	1	1	1	0	0
832	1	1	1	0	0
833	1	1	1	0	0
834	1	1	1	0	0
835	1	1	1	0	0
836	1	1	1	0	0
837	1	1	1	0	0
838	1	1	1	0	0
839	1	1	1	0	0
840	1	1	1	0	0
841	1	1	1	0	0
842	1	1	1	0	0
843	1	1	1	0	0
844	1	3	3	0	0
845	1	4	4	0	0
846	1	4	4	0	0
847	1	4	4	0	0
848	1	4	4	0	0
849	1	3	3	0	0
850	1	2	2	0	0
851	1	2	2	0	0
852	1	1	1	0	0
853	1	1	1	0	0
854	1	2	2	0	0
855	1	2	2	0	0
856	1	2	2	0	0
857	1	2	2	0	0
858	1	2	2	0	0
859	1	2	2	0	0
860	1	2	2	0	0
861	1	1	1	0	0
862	1	1	1	0	0
863	1	1	1	0	0
864	1	2	2	0	0
865	1	3	3	0	0
866	1	3	3	0	0
867	1	2	2	0	0
868	1	3	3	0	0
869	1	3	3	0	0
870	1	4	4	0	0
871	1	4	4	0	0
872	1	5	3	2	0
873	1	6	4	2	0
874	1	3	3	0	0
875	1	3	3	0	0
876	1	5	5	0	0
877	1	4	4	0	0
878	1	3	3	0	0
879	1	5	5	0	0
880	1	4	4	0	0
881	1	5	5	0	0
882	1	4	4	0	0
883	1	3	3	0	0
884	1	4	4	0	0
885	1	5	5	0	0
886	1	3	3	0	0
887	1	6	6	0	0
888	1	5	5	0	0
889	1	2	2	0	0
890	1	3	3	0	0
891	1	3	3	0	0
892	1	4	4	0	0
893	1	5	5	0	0
894	1	9	9	0	0
895	1	8	8	0	0
896	1	4	4	0	0
897	1	2	2	0	0
898	1	4	4	0	0
899	1	4	4	0	0
900	1	4	4	0	0
901	1	4	4	0	0
902	1	2	2	0	0
903	1	3	3	0	0
904	1	5	5	0	0
905	1	4	4	0	0
906	1	2	2	0	0
907	1	1	1	0	0
908	1	1	1	0	0
909	1	2	2	0	0
910	1	2	2	0	0
911	1	3	3	0	0
912	1	4	3	1	0
913	1	5	3	2	0
914	1	3	3	0	0
915	1	2	2	0	0
916	1	3	2	1	0
917	1	3	3	0	0
918	1	4	2	2	0
919	1	2	2	0	0
920	1	2	2	0	0
921	1	3	3	0	0
922	1	7	3	4	0
923	1	7	3	4	0
924	1	4	3	1	0
925	1	5	4	1	0
926	1	5	5	0	0
927	1	2	2	0	0
928	1	2	2	0	0
929	1	6	6	0	0
930	1	11	7	4	0
931	1	13	5	8	0
932	1	10	3	7	0
933	1	6	4	2	0
934	1	7	4	3	0
935	1	6	4	2	0
936	1	4	4	0	0
937	1	5	5	0	0
938	1	7	7	0	0
939	1	4	4	0	0
940	1	1	1	0	0
941	1	1	1	0	0
942	1	1	1	0	0
943	1	1	1	0	0
944	1	1	1	0	0
945	1	1	1	0	0
946	1	2	2	0	0
947	1	2	2	0	0
948	1	2	2	0	0
949	1	2	1	1	0
950	1	1	1	0	0
951	1	1	1	0	0
952	1	1	1	0	0
953	1	1	1	0	0
954	1	1	1	0	0
955	1	2	1	1	0
956	1	3	2	1	0
957	1	4	4	0	0
958	1	4	2	2	0
959	1	3	1	2	0
960	1	1	1	0	0
961	1	1	1	0	0
962	1	1	1	0	0
963	1	1	1	0	0
964	1	1	1	0	0
965	1	1	1	0	0
966	1	1	1	0	0
967	1	1	1	0	0
968	1	1	1	0	0
969	1	1	1	0	0
970	1	2	2	0	0
971	1	2	2	0	0
972	1	3	3	0	0
973	1	3	3	0	0
974	1	3	3	0	0
975	1	3	3	0	0
976	1	2	2	0	0
977	1	2	2	0	0
978	1	2	2	0	0
979	1	2	2	0	0
980	1	1	1	0	0
981	1	1	1	0	0
982	1	1	1	0	0
983	1	1	1	0	0
984	1	1	0	1	1
985	1	2	0	2	1
986	1	2	0	2	1
987	1	2	0	2	1
988	1	2	0	2	1
989	1	1	0	1	1
990	1	1	0	1	1
991	1	3	0	3	1
992	1	3	0	3	1
993	1	2	0	2	1
994	1	2	0	2	1
995	1	2	0	2	1
996	1	2	0	2	1
997	1	2	0	2	1
998	1	1	0	1	1
999	1	1	0	1	1
1000	1	1	0	1	1
1001	1	4	0	4	1
1002	1	5	0	5	1
1003	1	4	0	4	1
1004	1	3	0	3	1
1005	1	3	0	3	1
1006	1	2	0	2	1
1007	1	3	0	3	1
1008	1	4	0	4	1
1009	1	2	0	2	1
1010	1	3	0	3	1
1011	1	2	0	2	1
1012	1	3	0	3	1
1013	1	4	4	0	0
1014	1	5	5	0	0
1015	1	5	4	1	0
1016	1	7	6	1	0
1017	1	7	6	1	0
1018	1	3	3	0	0
1019	1	1	1	0	0
1020	1	2	1	1	0
1021	1	2	1	1	0
1022	1	2	2	0	0
1023	1	3	3	0	0
1024	1	5	5	0	0
1025	1	4	4	0	0
1026	1	2	2	0	0
1027	1	1	1	0	0
1028	1	1	1	0	0
1029	1	1	1	0	0
1030	1	2	2	0	0
1031	1	3	3	0	0
1032	1	5	5	0	0
1033	1	6	6	0	0
1034	1	7	2	5	0
1035	1	5	2	3	0
1036	1	3	3	0	0
1037	1	3	1	2	0
1038	1	2	1	1	0
1039	1	1	1	0	0
1040	1	1	1	0	0
1041	1	1	1	0	0
1042	1	1	1	0	0
1043	1	1	1	0	0
1044	1	2	2	0	0
1045	1	2	2	0	0
1046	1	2	2	0	0
1047	1	2	2	0	0
1048	1	3	3	0	0
1049	1	2	2	0	0
1050	1	1	1	0	0
1051	1	3	3	0	0
1052	1	3	3	0	0
1053	1	3	3	0	0
1054	1	8	8	0	0
1055	1	8	8	0	0
1056	1	2	2	0	0
1057	1	3	3	0	0
1058	1	3	3	0	0
1059	1	1	1	0	0
1060	1	1	1	0	0
1061	1	2	2	0	0
1062	1	3	3	0	0
1063	1	4	3	1	0
1064	1	5	5	0	0
1065	1	7	7	0	0
1066	1	4	4	0	0
1067	1	2	2	0	0
1068	1	1	1	0	0
1069	1	3	3	0	0
1070	1	3	3	0	0
1071	1	1	1	0	0
1072	1	1	1	0	0
1073	1	1	1	0	0
1074	1	1	1	0	0
1075	1	1	1	0	0
1076	1	2	2	0	0
1077	1	3	3	0	0
1078	1	4	4	0	0
1079	1	4	4	0	0
1080	1	4	4	0	0
1081	1	3	3	0	0
1082	1	1	1	0	0
1083	1	1	1	0	0
1084	1	1	1	0	0
1085	1	1	1	0	0
1086	1	1	1	0	0
1087	1	1	1	0	0
1088	1	1	1	0	0
1089	1	1	1	0	0
1090	1	1	1	0	0
1091	1	1	1	0	0
1092	1	2	2	0	0
1093	1	2	2	0	0
1094	1	1	1	0	0
1095	1	1	1	0	0
1096	1	1	1	0	0
1097	1	3	3	0	0
1098	1	3	3	0	0
1099	1	1	1	0	0
1100	1	1	1	0	0
1101	1	1	1	0	0
1102	1	1	1	0	0
1103	1	1	1	0	0
1104	1	1	1	0	0
1105	1	1	1	0	0
1106	1	1	1	0	0
1107	1	2	2	0	0
1108	1	2	2	0	0
1109	1	1	1	0	0
1110	1	1	1	0	0
1111	1	1	1	0	0
1112	1	1	1	0	0
1113	1	1	1	0	0
1114	1	1	1	0	0
1115	1	1	1	0	0
1116	1	2	1	1	0
1117	1	2	1	1	0
1118	1	2	1	1	0
1119	1	1	1	0	0
1120	1	1	1	0	0
1121	1	1	1	0	0
1122	1	1	1	0	0
1123	1	1	1	0	0
1124	1	1	1	0	0
1125	1	1	1	0	0
1126	1	2	2	0	0
1127	1	3	3	0	0
1128	1	3	3	0	0
1129	1	3	3	0	0
1130	1	4	4	0	0
1131	1	8	8	0	0
1132	1	7	7	0	0
1133	1	2	2	0	0
1134	1	3	3	0	0
1135	1	7	5	2	0
1136	1	13	6	7	0
1137	1	12	9	3	0
1138	1	14	14	0	0
1139	1	16	14	2	0
1140	1	10	9	1	0
1141	1	6	6	0	0
1142	1	8	8	0	0
1143	1	11	11	0	0
1144	1	11	11	0	0
